county_name,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,Households,Mean,Stdev
"Edgar County, IL",317.3719376,0,4,3,50,88,154,12,2,17960,3988.0,95210.0834064737,178578500.4660951
"Franklin County, MA",317.3221381,1,19,26,180,484,734,28,7,71221,10455.0,105159.25033091227,238104667.28812677
"Mesa County, CO",317.1720184,5,108,44,311,573,3456,262,35,147554,7710.0,106570.3243596782,178578500.4660951
"Jackson County, OR",316.9579707,4,76,82,499,1029,6491,317,71,208545,43597.0,106019.40996243278,595261668.2203169
"Sarasota County, FL",316.8309731,17,71,288,861,2741,7901,378,26,390429,66987.0,132799.2983447091,833366335.5084438
"Hidalgo County, TX",316.79076860000004,30,202,474,1879,6465,22631,1421,171,815996,102996.0,112618.57930472623,1547680337.3728247
"Lee County, GA",316.4665818,1,1,5,85,150,453,27,2,29071,1165.0,108487.64253525031,119052333.64406338
"Crawford County, AR",316.35301749999996,1,24,8,162,456,1060,70,1,61640,3392.0,77267.58501625508,178578500.4660951
"Jackson County, MI",316.14588849999996,7,67,71,362,723,2280,159,44,160369,15596.0,81341.7946027808,297630834.11015844
"Franklin County, AR",316.06964619999997,2,7,2,46,99,287,24,3,18034,2468.0,97138.24982196421,178578500.4660951
"Pawnee County, KS",315.59317169999997,0,5,0,17,48,94,6,1,6971,1924.0,76019.33862026884,178578500.4660951
"Marshall County, SD",314.9275667,0,6,0,9,11,24,5,0,4763,610.0,107255.44991673739,178578500.4660951
"Chariton County, MO",314.63030939999993,0,1,0,23,28,50,3,3,7628,274.0,61298.278160720045,178578500.4660951
"Faulkner County, AR",314.4338518,4,62,80,230,1064,2823,228,15,119580,27813.0,115907.85552154743,357157000.9321901
"Little River County, AR",314.2183818,0,8,1,31,61,165,5,3,12730,2206.0,70517.06569006183,238104667.28812677
"Ozark County, MO",313.80753139999996,1,2,2,25,82,55,2,1,9560,811.0,53895.75514137545,357157000.9321901
"Harmon County, OK",313.6981527,1,0,2,6,34,56,3,0,2869,930.0,72969.0602044197,119052333.64406338
"Cherokee County, SC",313.14306160000007,3,14,20,138,338,584,97,3,55885,1180.0,50915.672949881504,59526166.82203169
"Rowan County, NC",313.03543160000004,3,26,129,276,1306,2784,208,20,138323,15379.0,107388.08700037186,297630834.11015844
"Polk County, IA",312.8341713,8,147,280,978,3410,10775,988,79,451677,37371.0,146080.86232882968,714314001.8643804
"Mono County, CA",312.6332244,0,4,9,31,86,170,2,1,14074,1068.0,95812.87327987232,416683167.7542218
"Lonoke County, AR",312.3542465,0,28,18,174,864,1145,121,15,70753,12434.0,101624.86727085167,476209334.5762535
"Quay County, NM",311.7063034,0,2,4,21,125,144,10,0,8662,495.0,93942.32093240452,178578500.4660951
"St. Joseph County, MI",311.65933989999996,0,61,7,122,256,853,52,7,60964,1863.0,82862.49093593759,238104667.28812677
"Catawba County, NC",311.349396,13,34,119,316,1555,4057,292,36,154810,7673.0,90551.24255710935,357157000.9321901
"Adair County, OK",310.8948364,1,7,1,60,156,157,20,7,22194,1694.0,55684.065067549345,595261668.2203169
"Grant County, AR",310.78306230000004,1,3,3,49,137,219,22,4,18019,2135.0,106618.86351596513,178578500.4660951
"Henry County, TN",310.4625893,1,8,12,79,293,684,31,0,32210,376.0,67453.74327112666,178578500.4660951
"Garfield County, WA",310.28368789999996,0,1,0,6,16,35,2,1,2256,547.0,95746.40924136019,59526166.82203169
"Marion County, TN",310.1430887,0,1,4,83,116,380,46,1,28374,3058.0,91708.18753946274,297630834.11015844
"Craven County, NC",310.0804869,3,24,61,236,1888,2116,145,9,104489,10382.0,101482.8623149575,297630834.11015844
"Gunnison County, CO",309.5376282,0,5,2,41,35,260,13,0,15507,36.0,75101.4306306193,59526166.82203169
"Vanderburgh County, IN",309.26471069999997,8,56,199,298,1132,4544,422,76,181398,1978.0,133002.56899280718,119052333.64406338
"Howard County, AR",309.2555776,0,6,2,35,120,297,4,0,13581,1874.0,62325.79460643438,119052333.64406338
"Kankakee County, IL",308.59793080000003,8,49,82,207,658,2195,94,46,112120,16323.0,99473.68299844388,476209334.5762535
"Indian River County, FL",308.46373789999996,1,17,64,356,851,2830,102,1,141994,21081.0,132170.785269914,416683167.7542218
"Somerset County, MD",308.3012979,3,9,9,60,147,338,9,4,26273,2178.0,56924.29571937262,297630834.11015844
"Bates County, MO",308.1570997,0,0,1,50,115,336,40,3,16550,747.0,64171.52147335083,238104667.28812677
"Butte County, CA",307.98325,11,75,167,431,1919,3147,593,62,222090,53175.0,111577.98291027307,1071471002.7965708
"Mahnomen County, MN",307.3029646,0,3,0,14,36,74,4,0,5532,755.0,84473.45624601272,238104667.28812677
"Stephens County, OK",307.21966210000005,3,19,19,97,441,1018,70,4,44919,1536.0,107463.73473515084,297630834.11015844
"Wayne County, IL",307.00698289999997,0,3,1,47,87,198,4,2,16612,305.0,60386.78613336503,238104667.28812677
"Stewart County, TN",306.8402934,1,1,3,36,61,94,13,4,13362,868.0,74568.89693518777,119052333.64406338
"Jefferson County, GA",306.37254900000005,0,1,17,32,121,210,13,0,16320,2854.0,69288.40627582358,297630834.11015844
"Kearny County, KS",305.8883508,0,2,0,10,17,44,2,0,3923,244.0,68851.1423367721,59526166.82203169
"Panola County, TX",305.82320899999996,0,7,8,58,208,437,44,4,23870,78.0,60877.7652850567,59526166.82203169
"Pecos County, TX",305.7909155,1,4,2,41,74,255,2,1,15697,577.0,110906.09653498883,178578500.4660951
"Hartford County, CT",305.5867265,34,129,1153,1429,4293,16180,2020,140,898272,74840.0,113741.60604043308,714314001.8643804
"Woodbury County, IA",305.4929991,3,36,46,227,709,2830,222,20,102130,2611.0,122268.07206657651,416683167.7542218
"Cowlitz County, WA",305.3210289,4,79,66,162,872,2742,237,51,101860,1434.0,97296.73598731762,59526166.82203169
"Lafayette County, FL",305.1537071,1,1,1,24,28,38,1,1,8848,474.0,91819.28138552597,119052333.64406338
"Riverside County, CA",304.8627551000001,76,322,2349,4242,19105,39880,9191,241,2292507,276773.0,125854.06791120066,2381046672.881268
"Sheridan County, NE",304.7038659,0,2,1,13,17,68,4,4,5251,1118.0,88762.93716401221,178578500.4660951
"Clearfield County, PA",304.2846232,0,37,12,198,325,1454,43,19,81174,9783.0,79995.72691509388,892892502.3304756
"Washington County, MS",303.89631299999996,11,24,54,62,1242,1693,142,85,49688,14989.0,106101.0503205845,238104667.28812677
"Adams County, IL",303.88797850000003,0,28,16,160,287,1251,30,9,67130,1329.0,82377.07180877232,416683167.7542218
"Iron County, UT",303.548525,1,23,5,113,218,832,53,4,46780,11451.0,102987.82138390685,297630834.11015844
"Stark County, OH",303.3838352,13,126,583,417,3773,7549,719,98,375432,40207.0,101834.3627406986,773840168.6864121
"St. Louis County, MO",303.36194539999997,38,154,732,2114,5444,19368,1961,123,1001444,120593.0,127054.27583489979,2916782174.2795515
"Cass County, TX",303.32003560000004,2,11,8,71,298,376,41,1,30331,2266.0,74608.22472439492,297630834.11015844
"Broome County, NY",303.2389361,7,59,135,398,1252,4891,126,27,197534,28073.0,90091.8406675337,416683167.7542218
"Jefferson County, TN",303.1291368,3,12,26,117,399,957,68,5,52123,4642.0,84027.69264519635,178578500.4660951
"Hertford County, NC",302.8938644,4,5,15,50,225,350,35,6,24431,2311.0,74419.24916451011,238104667.28812677
"Tyler County, TX",302.83265,1,9,1,54,130,134,19,3,21464,661.0,108669.00574988649,178578500.4660951
"Tippecanoe County, IN",302.48537519999996,1,63,87,394,1032,3725,275,16,180174,2021.0,109547.843632281,476209334.5762535
"Bay County, MI",302.343867,1,69,41,212,453,1573,89,15,106832,16559.0,86257.2435343068,238104667.28812677
"Kauai County, HI",302.1061112,0,29,22,159,689,1753,151,10,69512,8556.0,125867.96794586409,714314001.8643804
"Richland Parish, LA",302.05686339999994,0,2,3,58,75,369,14,1,20857,2068.0,80103.50247609202,178578500.4660951
"Knox County, IL",301.4708706,2,20,14,121,340,1032,22,4,52078,3708.0,89328.5559726854,535735501.39828515
"Carroll County, GA",300.8321837,3,35,71,229,903,2402,162,8,112355,14144.0,104851.6050620421,416683167.7542218
"Midland County, TX",300.3934825,5,22,54,374,700,2728,216,9,151468,44410.0,165017.80141629442,119052333.64406338
"Greene County, GA",300.2267018,1,0,4,44,100,340,11,0,16321,745.0,50699.144329709176,119052333.64406338
"Carbon County, UT",300.17152660000005,9,11,1,42,211,619,35,4,20988,5219.0,86101.79997442107,357157000.9321901
"Walton County, GA",299.6944749,21,27,42,167,817,1719,163,4,85754,6842.0,79288.24030024161,238104667.28812677
"Polk County, TN",299.5805872,4,1,2,43,115,210,41,0,16690,360.0,94676.69292865507,119052333.64406338
"Madison County, AR",299.34399080000003,0,9,0,38,48,77,7,3,15701,60.0,55927.07374188812,119052333.64406338
"Sullivan County, PA",299.1654858,0,1,0,18,44,50,4,0,6351,157.0,138950.6673869191,119052333.64406338
"Banks County, GA",298.66956289999996,0,2,1,52,109,428,29,0,18415,944.0,105059.87388632954,238104667.28812677
"Maverick County, TX",298.5768433,3,4,4,156,512,993,42,1,55932,13647.0,90916.20247894338,416683167.7542218
"Clark County, OH",298.16328480000004,5,45,182,174,1753,3708,213,93,136167,28712.0,89772.55153990758,476209334.5762535
"Arapahoe County, CO",297.9886998,22,265,552,970,2879,11787,1348,110,607070,142244.0,127329.60102821964,714314001.8643804
"Scott County, KS",297.9145978,0,3,0,12,16,60,5,0,5035,1692.0,114502.004031584,59526166.82203169
"Mitchell County, KS",297.89902789999996,0,3,0,16,15,45,3,1,6378,177.0,95293.02093193268,238104667.28812677
"Jackson County, MS",296.90281239999996,5,74,103,235,1406,3153,323,19,140450,30013.0,113531.98123891342,416683167.7542218
"Lyon County, NV",296.758927,1,19,12,121,322,729,73,10,51557,6076.0,98442.23528125595,238104667.28812677
"Buena Vista County, IA",296.5916274,0,3,0,58,90,217,13,5,20567,432.0,99002.8641039199,178578500.4660951
"Wakulla County, FL",296.563729,0,13,4,75,149,513,22,7,31022,644.0,84750.91847655905,178578500.4660951
"Ochiltree County, TX",296.1317786,0,0,0,32,35,110,12,4,10806,3216.0,122558.95618127397,119052333.64406338
"Wayne County, IN",296.0540851,7,51,55,88,613,1259,143,41,67893,16225.0,89756.98353061812,476209334.5762535
"Cass County, ND",296.0160659,1,82,54,345,620,2813,200,23,162829,1665.0,153844.99961770192,595261668.2203169
"Mineral County, WV",295.9861392,0,7,6,69,131,287,17,1,27704,3838.0,59028.78563912244,297630834.11015844
"Boone County, IA",295.85798819999997,1,12,2,63,122,234,6,3,26364,1031.0,92354.58747689429,238104667.28812677
"Kootenai County, ID",295.2899179,1,58,23,343,1173,3096,274,37,144265,23558.0,108261.31782175989,595261668.2203169
"Hernando County, FL",295.22875930000004,2,46,71,396,1249,3213,166,7,174441,50489.0,89214.39087850042,892892502.3304756
"Marion County, IL",295.1685568,0,12,15,87,292,944,52,8,38622,9285.0,83123.42205742202,654787835.0423486
"Macon County, TN",295.1411832,0,2,0,65,56,149,26,1,22701,2074.0,88957.0098087277,59526166.82203169
"Sumner County, TN",294.869973,2,31,41,423,674,2327,108,31,168888,17497.0,116791.27898457345,416683167.7542218
"Lawrence County, AL",294.7569,0,4,6,89,206,362,49,5,33587,736.0,70321.78022141127,178578500.4660951
"Washtenaw County, MI",294.4331527,6,159,188,690,2339,5739,441,85,354240,13949.0,119931.96694558054,178578500.4660951
"Mille Lacs County, MN",294.1973445,0,17,11,48,195,592,53,3,25833,3567.0,77596.99609799153,238104667.28812677
"Lake County, OR",294.11764710000006,0,4,0,19,7,14,3,0,7820,1379.0,64631.63345440324,178578500.4660951
"Colorado County, TX",293.9475713,4,13,2,42,120,255,22,0,20752,133.0,67115.4382820668,59526166.82203169
"Grant County, WA",293.8679553,5,47,48,170,907,2423,287,24,91878,15099.0,94540.72435264885,595261668.2203169
"Carteret County, NC",293.71365110000005,4,30,20,147,618,1354,78,7,68434,10068.0,111592.11317322265,535735501.39828515
"Dooly County, GA",293.6241611,0,1,5,36,38,125,5,0,14304,1023.0,53621.58311029006,119052333.64406338
"Scott County, MS",293.5663,1,4,17,62,153,174,27,7,28273,2351.0,74411.96016537117,119052333.64406338
"Surry County, NC",292.95003419999995,7,15,28,164,679,1466,121,19,73050,1986.0,69134.69131131818,178578500.4660951
"Davison County, SD",292.58941630000004,0,19,3,36,62,364,24,3,19823,6827.0,108634.71071883908,119052333.64406338
"Lewis and Clark County, MT",292.3260583,3,39,15,134,205,1135,65,11,65338,19290.0,110431.50999158055,535735501.39828515
"Perry County, TN",292.2861863,0,1,1,21,33,66,8,1,7869,783.0,61260.83998082534,119052333.64406338
"Glades County, FL",292.2442863,0,3,1,35,72,111,11,0,13345,639.0,49489.9420037529,59526166.82203169
"Jasper County, IL",291.90992489999996,0,1,0,27,27,72,7,1,9592,85.0,41963.9397851472,59526166.82203169
"Fairfield County, CT",291.83831539999994,33,485,948,1277,3214,11574,1515,65,939904,164241.0,163468.31974040373,654787835.0423486
"Claiborne County, MS",291.7972549,2,5,5,15,136,90,21,4,9253,638.0,55589.03733414251,59526166.82203169
"Missoula County, MT",291.5738728,0,42,43,241,468,3028,147,18,111807,31429.0,117865.69270488572,476209334.5762535
"Union Parish, LA",290.90583599999997,0,1,2,62,86,208,6,0,22344,2213.0,51463.13593065226,297630834.11015844
"Mitchell County, GA",290.73551749999996,0,3,12,52,119,415,29,0,23045,282.0,62059.28050374739,119052333.64406338
"Macomb County, MI",290.72182069999997,4,312,438,1731,3591,12722,1931,128,854769,122278.0,104363.3128704033,357157000.9321901
"Terry County, TX",290.3554893,0,3,7,27,80,138,7,2,12743,119.0,114089.717963922,59526166.82203169
"Carbon County, MT",290.1353965,0,7,0,23,24,90,9,2,10340,1618.0,87598.41861500012,416683167.7542218
"Camp County, TX",290.018529,0,5,3,28,106,226,7,4,12413,25.0,66217.8908026821,59526166.82203169
"Perry County, AR",289.99516669999997,0,4,1,25,37,127,7,0,10345,715.0,88247.29499181049,178578500.4660951
"Lake County, MI",289.8296153,0,11,0,22,140,130,3,2,11386,553.0,62406.49471663492,119052333.64406338
"Custer County, OK",289.34200219999997,1,12,3,69,138,331,41,1,29377,7835.0,103507.19989803314,357157000.9321901
"Franklin County, TN",289.3335603,4,13,5,97,222,564,39,5,41129,1163.0,136609.2290228518,178578500.4660951
"Grant County, KS",289.3081761,0,0,1,22,41,63,8,2,7950,2090.0,116566.274260274,59526166.82203169
"Humboldt County, CA",289.23438389999995,2,39,130,218,1130,3212,508,48,134493,27055.0,99475.59592440835,1130997169.6186025
"Polk County, AR",289.1306478,1,9,3,46,214,360,13,8,20406,2887.0,83661.26415454903,238104667.28812677
"Eureka County, NV",289.017341,0,2,0,4,14,13,2,0,2076,436.0,90588.07388859562,119052333.64406338
"Clark County, WI",288.8920988,0,0,1,99,80,177,18,4,34615,3537.0,71677.58204792542,535735501.39828515
"Orange County, NY",288.8772924,9,68,377,632,1361,6868,242,35,375592,33268.0,134930.76839223987,1130997169.6186025
"Iredell County, NC",288.7239617,1,31,89,354,1650,3251,247,19,164517,12361.0,128929.59439943041,178578500.4660951
"Mills County, IA",288.6680988,0,6,5,32,143,185,38,4,14896,685.0,107055.1021703364,238104667.28812677
"Jefferson County, MS",288.3733124,0,1,0,21,12,30,0,1,7629,594.0,46108.9049037296,59526166.82203169
"Upshur County, TX",288.3361749,1,11,11,92,345,616,56,3,39884,1605.0,120848.32056385226,238104667.28812677
"Yellowstone County, MT",288.0087181,3,40,73,328,975,4176,488,25,154162,3097.0,92715.45019509381,238104667.28812677
"Blaine County, MT",287.7044216,0,1,0,18,3,22,2,0,6604,627.0,82871.58038177752,119052333.64406338
"Kit Carson County, CO",286.176434,0,4,0,19,15,84,7,0,8037,1513.0,84853.06634292119,178578500.4660951
"Greene County, IL",286.15452339999996,0,1,0,38,48,85,1,1,13629,2203.0,86461.45806682337,178578500.4660951
"Allen County, IN",285.3884423,24,105,469,438,2308,8185,518,64,363014,9637.0,97724.73340809997,297630834.11015844
"Warren County, MO",284.8571169,0,5,4,85,170,619,29,5,32999,1766.0,95899.94356009715,297630834.11015844
"Hancock County, TN",284.4737236,0,2,0,17,47,132,8,1,6679,510.0,38670.7033425032,59526166.82203169
"Elmore County, AL",284.2945786,4,23,44,159,665,1367,85,14,80902,11588.0,101585.571336841,297630834.11015844
"Donley County, TX",283.9295855,0,0,0,10,12,18,4,0,3522,854.0,103707.20744752268,119052333.64406338
"Washington County, IL",283.77630120000003,0,0,1,40,30,69,0,0,14448,923.0,109483.20185662807,297630834.11015844
"Northampton County, NC",283.12299049999996,1,5,9,44,205,184,31,2,20839,1780.0,55346.44362781529,357157000.9321901
"Lamb County, TX",283.12159710000003,1,1,5,32,119,246,18,4,13775,341.0,71365.79991595476,119052333.64406338
"Barber County, KS",282.9997979,0,1,0,13,15,68,13,2,4947,76.0,73759.61485783193,119052333.64406338
"Levy County, FL",282.51437799999997,0,18,5,89,323,590,45,1,39644,3973.0,80084.70469023369,416683167.7542218
"Van Buren County, MI",282.28745610000004,0,50,13,150,418,1127,88,14,75455,3623.0,86748.66020624868,297630834.11015844
"Humboldt County, NV",282.2092956,2,0,2,45,62,111,24,2,17363,3124.0,128766.0693054027,178578500.4660951
"Pettis County, MO",281.9571141,0,6,16,97,497,1389,86,9,42205,750.0,67125.67696933268,297630834.11015844
"Mingo County, WV",281.85328189999996,3,2,5,63,86,177,31,1,25900,1237.0,65155.01385906069,238104667.28812677
"St. Johns County, FL",281.4254437,8,14,58,510,929,3514,167,4,209647,15416.0,144604.58667536225,476209334.5762535
"Luzerne County, PA",281.15950180000004,17,88,233,562,1661,5892,354,55,320103,46525.0,105166.33080609309,2142942005.593142
"Barry County, MO",281.119982,0,7,7,86,363,940,67,10,35572,3392.0,75276.98134328813,416683167.7542218
"Broadwater County, MT",281.0962755,0,2,0,14,3,40,1,2,5692,1156.0,90237.88313150589,178578500.4660951
"Greene County, AR",280.762002,2,15,17,87,685,1077,93,7,43097,586.0,76016.91789698559,119052333.64406338
"Washington County, FL",280.214425,0,3,4,62,100,283,17,2,24624,243.0,92171.94732461133,119052333.64406338
"Marion County, AL",280.2136217,1,7,3,74,201,402,42,5,30334,3048.0,101777.90279123328,238104667.28812677
"Yazoo County, MS",279.7403436,1,7,16,54,252,239,23,0,27883,4017.0,61713.19029597967,238104667.28812677
"Harford County, MD",279.2769296,3,54,156,483,1020,2817,206,41,249215,42133.0,139980.89952320766,535735501.39828515
"Glenn County, CA",279.1696492,0,2,7,69,230,400,102,7,27940,631.0,64945.82662871381,178578500.4660951
"Rensselaer County, NY",278.89293260000005,9,29,130,278,964,3032,135,9,159918,27718.0,104157.2120937917,654787835.0423486
"Warren County, IA",278.8575292,0,21,0,112,226,383,41,19,47336,4134.0,120737.34554712284,416683167.7542218
